date,srcid,destid,transactions
18-04-2023,3,4,6
18-04-2023,1,4,7
18-04-2023,2,5,36
18-04-2023,3,5,24
18-04-2023,4,5,25
18-04-2023,1,5,37
19-04-2023,1,2,27
19-04-2023,1,3,32
19-04-2023,2,3,23
19-04-2023,2,4,27
19-04-2023,3,4,14
19-04-2023,1,4,5
19-04-2023,2,5,8
19-04-2023,3,5,15
19-04-2023,4,5,24
19-04-2023,1,5,46
20-04-2023,1,2,24
20-04-2023,1,3,12
20-04-2023,2,3,41
20-04-2023,2,4,33
20-04-2023,3,4,23
20-04-2023,1,4,32
20-04-2023,2,5,48
20-04-2023,3,5,30
20-04-2023,4,5,48
20-04-2023,1,5,16
21-04-2023,1,2,13
21-04-2023,1,3,43
21-04-2023,2,3,49
21-04-2023,2,4,47
21-04-2023,3,4,35
21-04-2023,1,4,31
21-04-2023,2,5,12
21-04-2023,3,5,25
21-04-2023,4,5,15
21-04-2023,1,5,17
22-04-2023,1,2,15
22-04-2023,1,3,19
22-04-2023,2,3,36
22-04-2023,2,4,45
22-04-2023,3,4,47
22-04-2023,1,4,30
22-04-2023,2,5,33
22-04-2023,3,5,33
22-04-2023,4,5,22
22-04-2023,1,5,47
23-04-2023,1,2,38
23-04-2023,1,3,30
23-04-2023,2,3,16
23-04-2023,2,4,15
23-04-2023,3,4,18
23-04-2023,1,4,43
23-04-2023,2,5,39
23-04-2023,3,5,21
23-04-2023,4,5,5
23-04-2023,1,5,41
24-04-2023,1,2,15
24-04-2023,1,3,32
24-04-2023,2,3,42
24-04-2023,2,4,30
24-04-2023,3,4,21
24-04-2023,1,4,6
24-04-2023,2,5,7
24-04-2023,3,5,37
24-04-2023,4,5,33
24-04-2023,1,5,40
25-04-2023,1,2,12
25-04-2023,1,3,40
25-04-2023,2,3,24
25-04-2023,2,4,30
25-04-2023,3,4,29
25-04-2023,1,4,32
25-04-2023,2,5,36
25-04-2023,3,5,33
25-04-2023,4,5,17
25-04-2023,1,5,46
26-04-2023,1,2,44
26-04-2023,1,3,35
26-04-2023,2,3,29
26-04-2023,2,4,40
26-04-2023,3,4,15
26-04-2023,1,4,11
26-04-2023,2,5,44
26-04-2023,3,5,8
26-04-2023,4,5,7
26-04-2023,1,5,5
27-04-2023,1,2,29
27-04-2023,1,3,40
27-04-2023,2,3,25
27-04-2023,2,4,41
27-04-2023,3,4,34
27-04-2023,1,4,35
27-04-2023,2,5,12
27-04-2023,3,5,49
27-04-2023,4,5,49
27-04-2023,1,5,20
28-04-2023,1,2,20
28-04-2023,1,3,45
28-04-2023,2,3,14
28-04-2023,2,4,49
28-04-2023,3,4,12
28-04-2023,1,4,38
28-04-2023,2,5,50
28-04-2023,3,5,50
28-04-2023,4,5,21
28-04-2023,1,5,26
29-04-2023,1,2,27
29-04-2023,1,3,44
29-04-2023,2,3,18
29-04-2023,2,4,9
29-04-2023,3,4,27
29-04-2023,1,4,28
29-04-2023,2,5,28
29-04-2023,3,5,29
29-04-2023,4,5,29
29-04-2023,1,5,16
30-04-2023,1,2,25
30-04-2023,1,3,16
30-04-2023,2,3,50
30-04-2023,2,4,8
30-04-2023,3,4,48
30-04-2023,1,4,6
30-04-2023,2,5,12
30-04-2023,3,5,42
30-04-2023,4,5,12
30-04-2023,1,5,37
01-05-2023,1,2,14
01-05-2023,1,3,31
01-05-2023,2,3,20
01-05-2023,2,4,16
01-05-2023,3,4,11
01-05-2023,1,4,5
01-05-2023,2,5,17
01-05-2023,3,5,34
01-05-2023,4,5,12
01-05-2023,1,5,28
02-05-2023,1,2,49
02-05-2023,1,3,11
02-05-2023,2,3,38
02-05-2023,2,4,21
02-05-2023,3,4,41
02-05-2023,1,4,30
02-05-2023,2,5,33
02-05-2023,3,5,23
02-05-2023,4,5,9
02-05-2023,1,5,39
03-05-2023,1,2,41
03-05-2023,1,3,9
03-05-2023,2,3,47
03-05-2023,2,4,14
03-05-2023,3,4,35
03-05-2023,1,4,34
03-05-2023,2,5,12
03-05-2023,3,5,31
03-05-2023,4,5,10
03-05-2023,1,5,35
04-05-2023,1,2,32
04-05-2023,1,3,19
04-05-2023,2,3,37
04-05-2023,2,4,9
04-05-2023,3,4,21
04-05-2023,1,4,29
04-05-2023,2,5,27
04-05-2023,3,5,6
04-05-2023,4,5,14
04-05-2023,1,5,18
05-05-2023,1,2,50
05-05-2023,1,3,26
05-05-2023,2,3,22
05-05-2023,2,4,33
05-05-2023,3,4,31
05-05-2023,1,4,31
05-05-2023,2,5,48
05-05-2023,3,5,7
05-05-2023,4,5,45
05-05-2023,1,5,26
06-05-2023,1,2,24
06-05-2023,1,3,45
06-05-2023,2,3,14
06-05-2023,2,4,11
06-05-2023,3,4,32
06-05-2023,1,4,20
06-05-2023,2,5,11
06-05-2023,3,5,25
06-05-2023,4,5,21
06-05-2023,1,5,39
07-05-2023,1,2,20
07-05-2023,1,3,25
07-05-2023,2,3,23
07-05-2023,2,4,20
07-05-2023,3,4,15
07-05-2023,1,4,16
07-05-2023,2,5,31
07-05-2023,3,5,35
07-05-2023,4,5,18
07-05-2023,1,5,28
08-05-2023,1,2,5
08-05-2023,1,3,40
08-05-2023,2,3,9
08-05-2023,2,4,22
08-05-2023,3,4,18
08-05-2023,1,4,32
08-05-2023,2,5,6
08-05-2023,3,5,39
08-05-2023,4,5,43
08-05-2023,1,5,18
09-05-2023,1,2,27
09-05-2023,1,3,17
09-05-2023,2,3,14
09-05-2023,2,4,46
09-05-2023,3,4,29
09-05-2023,1,4,48
09-05-2023,2,5,40
09-05-2023,3,5,8
09-05-2023,4,5,27
09-05-2023,1,5,23
10-05-2023,1,2,16
10-05-2023,1,3,16
10-05-2023,2,3,34
10-05-2023,2,4,8
10-05-2023,3,4,22
10-05-2023,1,4,14
10-05-2023,2,5,25
10-05-2023,3,5,34
10-05-2023,4,5,8
10-05-2023,1,5,17
11-05-2023,1,2,22
11-05-2023,1,3,37
11-05-2023,2,3,15
11-05-2023,2,4,40
11-05-2023,3,4,47
11-05-2023,1,4,17
11-05-2023,2,5,14
11-05-2023,3,5,32
11-05-2023,4,5,40
11-05-2023,1,5,6
12-05-2023,1,2,34
12-05-2023,1,3,27
12-05-2023,2,3,21
12-05-2023,2,4,11
12-05-2023,3,4,45
12-05-2023,1,4,8
12-05-2023,2,5,50
12-05-2023,3,5,46
12-05-2023,4,5,34
12-05-2023,1,5,25
13-05-2023,1,2,49
13-05-2023,1,3,18
13-05-2023,2,3,16
13-05-2023,2,4,21
13-05-2023,3,4,10
13-05-2023,1,4,31
13-05-2023,2,5,16
13-05-2023,3,5,9
13-05-2023,4,5,7
13-05-2023,1,5,5
14-05-2023,1,2,23
14-05-2023,1,3,15
14-05-2023,2,3,31
14-05-2023,2,4,25
14-05-2023,3,4,11
14-05-2023,1,4,29
14-05-2023,2,5,45
14-05-2023,3,5,21
14-05-2023,4,5,10
14-05-2023,1,5,46
15-05-2023,1,2,39
15-05-2023,1,3,44
15-05-2023,2,3,40
15-05-2023,2,4,36
15-05-2023,3,4,36
15-05-2023,1,4,31
15-05-2023,2,5,34
15-05-2023,3,5,26
15-05-2023,4,5,35
15-05-2023,1,5,23
16-05-2023,1,2,22
16-05-2023,1,3,43
16-05-2023,2,3,24
16-05-2023,2,4,23
16-05-2023,3,4,20
16-05-2023,1,4,12
16-05-2023,2,5,10
16-05-2023,3,5,32
16-05-2023,4,5,22
16-05-2023,1,5,13
17-05-2023,1,2,41
17-05-2023,1,3,48
17-05-2023,2,3,5
17-05-2023,2,4,49
17-05-2023,3,4,45
17-05-2023,1,4,46
17-05-2023,2,5,46
17-05-2023,3,5,37
17-05-2023,4,5,35
17-05-2023,1,5,18
18-05-2023,1,2,20
18-05-2023,1,3,48
18-05-2023,2,3,15
18-05-2023,2,4,27
18-05-2023,3,4,39
18-05-2023,1,4,46
18-05-2023,2,5,13
18-05-2023,3,5,9
18-05-2023,4,5,10
18-05-2023,1,5,41
19-05-2023,1,2,30
19-05-2023,1,3,49
19-05-2023,2,3,38
19-05-2023,2,4,28
19-05-2023,3,4,8
19-05-2023,1,4,42
19-05-2023,2,5,24
19-05-2023,3,5,37
19-05-2023,4,5,46
19-05-2023,1,5,24
20-05-2023,1,2,20
20-05-2023,1,3,15
20-05-2023,2,3,9
20-05-2023,2,4,48
20-05-2023,3,4,24
20-05-2023,1,4,25
20-05-2023,2,5,10
20-05-2023,3,5,45
20-05-2023,4,5,42
20-05-2023,1,5,15
21-05-2023,1,2,28
21-05-2023,1,3,33
21-05-2023,2,3,36
21-05-2023,2,4,27
21-05-2023,3,4,29
21-05-2023,1,4,26
21-05-2023,2,5,25
21-05-2023,3,5,22
21-05-2023,4,5,46
21-05-2023,1,5,41
22-05-2023,1,2,29
22-05-2023,1,3,46
22-05-2023,2,3,45
22-05-2023,2,4,49
22-05-2023,3,4,12
22-05-2023,1,4,20
22-05-2023,2,5,43
22-05-2023,3,5,35
22-05-2023,4,5,37
22-05-2023,1,5,44
23-05-2023,1,2,50
23-05-2023,1,3,27
23-05-2023,2,3,23
23-05-2023,2,4,12
23-05-2023,3,4,6
23-05-2023,1,4,5
23-05-2023,2,5,19
23-05-2023,3,5,16
23-05-2023,4,5,41
23-05-2023,1,5,14
24-05-2023,1,2,40
24-05-2023,1,3,7
24-05-2023,2,3,18
24-05-2023,2,4,12
24-05-2023,3,4,27
24-05-2023,1,4,23
24-05-2023,2,5,26
24-05-2023,3,5,32
24-05-2023,4,5,25
24-05-2023,1,5,15
25-05-2023,1,2,6
25-05-2023,1,3,41
25-05-2023,2,3,23
25-05-2023,2,4,27
25-05-2023,3,4,25
25-05-2023,1,4,33
25-05-2023,2,5,41
25-05-2023,3,5,30
25-05-2023,4,5,20
25-05-2023,1,5,27
26-05-2023,1,2,41
26-05-2023,1,3,30
26-05-2023,2,3,18
26-05-2023,2,4,48
26-05-2023,3,4,32
26-05-2023,1,4,20
26-05-2023,2,5,41
26-05-2023,3,5,24
26-05-2023,4,5,21
26-05-2023,1,5,31
27-05-2023,1,2,40
27-05-2023,1,3,35
27-05-2023,2,3,21
27-05-2023,2,4,20
27-05-2023,3,4,28
27-05-2023,1,4,15
27-05-2023,2,5,42
27-05-2023,3,5,22
27-05-2023,4,5,29
27-05-2023,1,5,14
28-05-2023,1,2,30
28-05-2023,1,3,23
28-05-2023,2,3,39
28-05-2023,2,4,48
28-05-2023,3,4,21
28-05-2023,1,4,21
28-05-2023,2,5,49
28-05-2023,3,5,15
28-05-2023,4,5,26
28-05-2023,1,5,24
29-05-2023,1,2,39
29-05-2023,1,3,21
29-05-2023,2,3,11
29-05-2023,2,4,13
29-05-2023,3,4,38
29-05-2023,1,4,46
29-05-2023,2,5,20
29-05-2023,3,5,22
29-05-2023,4,5,10
29-05-2023,1,5,10
30-05-2023,1,2,13
30-05-2023,1,3,44
30-05-2023,2,3,8
30-05-2023,2,4,28
30-05-2023,3,4,49
30-05-2023,1,4,33
30-05-2023,2,5,30
30-05-2023,3,5,35
30-05-2023,4,5,44
30-05-2023,1,5,35
31-05-2023,1,2,28
31-05-2023,1,3,38
31-05-2023,2,3,33
31-05-2023,2,4,19
31-05-2023,3,4,37
31-05-2023,1,4,27
31-05-2023,2,5,36
31-05-2023,3,5,22
31-05-2023,4,5,23
31-05-2023,1,5,38
01-06-2023,1,2,13
01-06-2023,1,3,38
01-06-2023,2,3,41
01-06-2023,2,4,28
01-06-2023,3,4,21
01-06-2023,1,4,21
01-06-2023,2,5,22
01-06-2023,3,5,13
01-06-2023,4,5,10
01-06-2023,1,5,14
02-06-2023,1,2,36
02-06-2023,1,3,26
02-06-2023,2,3,41
02-06-2023,2,4,24
02-06-2023,3,4,46
02-06-2023,1,4,44
02-06-2023,2,5,39
02-06-2023,3,5,26
02-06-2023,4,5,23
02-06-2023,1,5,10
03-06-2023,1,2,21
03-06-2023,1,3,43
03-06-2023,2,3,8
03-06-2023,2,4,22
03-06-2023,3,4,18
03-06-2023,1,4,11
03-06-2023,2,5,44
03-06-2023,3,5,28
03-06-2023,4,5,37
03-06-2023,1,5,49
04-06-2023,1,2,38
04-06-2023,1,3,21
04-06-2023,2,3,6
04-06-2023,2,4,20
04-06-2023,3,4,20
04-06-2023,1,4,27
04-06-2023,2,5,21
04-06-2023,3,5,25
04-06-2023,4,5,30
04-06-2023,1,5,35
05-06-2023,1,2,35
05-06-2023,1,3,39
05-06-2023,2,3,5
05-06-2023,2,4,24
05-06-2023,3,4,8
05-06-2023,1,4,6
05-06-2023,2,5,5
05-06-2023,3,5,19
05-06-2023,4,5,33
05-06-2023,1,5,34
06-06-2023,1,2,27
06-06-2023,1,3,47
06-06-2023,2,3,26
06-06-2023,2,4,15
06-06-2023,3,4,28
06-06-2023,1,4,27
06-06-2023,2,5,19
06-06-2023,3,5,38
06-06-2023,4,5,38
06-06-2023,1,5,7
07-06-2023,1,2,33
07-06-2023,1,3,18
07-06-2023,2,3,37
07-06-2023,2,4,14
07-06-2023,3,4,24
07-06-2023,1,4,16
07-06-2023,2,5,24
07-06-2023,3,5,8
07-06-2023,4,5,21
07-06-2023,1,5,27
08-06-2023,1,2,47
08-06-2023,1,3,6
08-06-2023,2,3,17
08-06-2023,2,4,20
08-06-2023,3,4,20
08-06-2023,1,4,42
08-06-2023,2,5,31
08-06-2023,3,5,42
08-06-2023,4,5,22
08-06-2023,1,5,10
09-06-2023,1,2,25
09-06-2023,1,3,10
09-06-2023,2,3,27
09-06-2023,2,4,46
09-06-2023,3,4,12
09-06-2023,1,4,6
09-06-2023,2,5,24
09-06-2023,3,5,30
09-06-2023,4,5,6
09-06-2023,1,5,42
10-06-2023,1,2,44
10-06-2023,1,3,40
10-06-2023,2,3,34
10-06-2023,2,4,15
10-06-2023,3,4,39
10-06-2023,1,4,44
10-06-2023,2,5,30
10-06-2023,3,5,8
10-06-2023,4,5,41
10-06-2023,1,5,16
11-06-2023,1,2,19
11-06-2023,1,3,6
11-06-2023,2,3,11
11-06-2023,2,4,22
11-06-2023,3,4,48
11-06-2023,1,4,16
11-06-2023,2,5,44
11-06-2023,3,5,35
11-06-2023,4,5,50
11-06-2023,1,5,20
12-06-2023,1,2,10
12-06-2023,1,3,40
12-06-2023,2,3,44
12-06-2023,2,4,31
12-06-2023,3,4,14
12-06-2023,1,4,11
12-06-2023,2,5,35
12-06-2023,3,5,49
12-06-2023,4,5,31
12-06-2023,1,5,25
13-06-2023,1,2,23
13-06-2023,1,3,12
13-06-2023,2,3,9
13-06-2023,2,4,32
13-06-2023,3,4,29
13-06-2023,1,4,32
13-06-2023,2,5,15
13-06-2023,3,5,37
13-06-2023,4,5,50
13-06-2023,1,5,47
14-06-2023,1,2,19
14-06-2023,1,3,27
14-06-2023,2,3,23
14-06-2023,2,4,19
14-06-2023,3,4,12
14-06-2023,1,4,38
14-06-2023,2,5,48
14-06-2023,3,5,30
14-06-2023,4,5,35
14-06-2023,1,5,10
15-06-2023,1,2,50
15-06-2023,1,3,8
15-06-2023,2,3,38
15-06-2023,2,4,23
15-06-2023,3,4,30
15-06-2023,1,4,10
15-06-2023,2,5,43
15-06-2023,3,5,20
15-06-2023,4,5,18
15-06-2023,1,5,31
16-06-2023,1,2,6
16-06-2023,1,3,17
16-06-2023,2,3,23
16-06-2023,2,4,34
16-06-2023,3,4,36
16-06-2023,1,4,50
16-06-2023,2,5,46
16-06-2023,3,5,36
16-06-2023,4,5,19
16-06-2023,1,5,18
17-06-2023,1,2,8
17-06-2023,1,3,24
17-06-2023,2,3,29
17-06-2023,2,4,47
17-06-2023,3,4,32
17-06-2023,1,4,31
17-06-2023,2,5,43
17-06-2023,3,5,10
17-06-2023,4,5,49
17-06-2023,1,5,47
18-06-2023,1,2,9
18-06-2023,1,3,8
18-06-2023,2,3,35
18-06-2023,2,4,25
18-06-2023,3,4,35
18-06-2023,1,4,48
18-06-2023,2,5,41
18-06-2023,3,5,27
18-06-2023,4,5,16
18-06-2023,1,5,50
19-06-2023,1,2,39
19-06-2023,1,3,9
19-06-2023,2,3,45
19-06-2023,2,4,24
19-06-2023,3,4,48
19-06-2023,1,4,44
19-06-2023,2,5,20
19-06-2023,3,5,14
19-06-2023,4,5,45
19-06-2023,1,5,33
20-06-2023,1,2,21
20-06-2023,1,3,12
20-06-2023,2,3,5
20-06-2023,2,4,50
20-06-2023,3,4,5
20-06-2023,1,4,6
20-06-2023,2,5,39
20-06-2023,3,5,49
20-06-2023,4,5,23
20-06-2023,1,5,28
21-06-2023,1,2,37
21-06-2023,1,3,14
21-06-2023,2,3,16
21-06-2023,2,4,18
21-06-2023,3,4,40
21-06-2023,1,4,39
21-06-2023,2,5,34
21-06-2023,3,5,30
21-06-2023,4,5,22
21-06-2023,1,5,40
22-06-2023,1,2,46
22-06-2023,1,3,32
22-06-2023,2,3,47
22-06-2023,2,4,31
22-06-2023,3,4,12
22-06-2023,1,4,14
22-06-2023,2,5,10
22-06-2023,3,5,17
22-06-2023,4,5,23
22-06-2023,1,5,30
23-06-2023,1,2,46
23-06-2023,1,3,19
23-06-2023,2,3,32
23-06-2023,2,4,6
23-06-2023,3,4,26
23-06-2023,1,4,50
23-06-2023,2,5,22
23-06-2023,3,5,25
23-06-2023,4,5,42
23-06-2023,1,5,34
24-06-2023,1,2,45
24-06-2023,1,3,48
24-06-2023,2,3,11
24-06-2023,2,4,41
24-06-2023,3,4,23
24-06-2023,1,4,47
24-06-2023,2,5,42
24-06-2023,3,5,42
24-06-2023,4,5,11
24-06-2023,1,5,31
25-06-2023,1,2,33
25-06-2023,1,3,23
25-06-2023,2,3,28
25-06-2023,2,4,47
25-06-2023,3,4,39
25-06-2023,1,4,31
25-06-2023,2,5,27
25-06-2023,3,5,35
25-06-2023,4,5,33
25-06-2023,1,5,47
26-06-2023,1,2,31
26-06-2023,1,3,30
26-06-2023,2,3,27
26-06-2023,2,4,41
26-06-2023,3,4,22
26-06-2023,1,4,23
26-06-2023,2,5,12
26-06-2023,3,5,48
26-06-2023,4,5,25
26-06-2023,1,5,47
27-06-2023,1,2,45
27-06-2023,1,3,34
27-06-2023,2,3,40
27-06-2023,2,4,5
27-06-2023,3,4,22
27-06-2023,1,4,30
27-06-2023,2,5,13
27-06-2023,3,5,22
27-06-2023,4,5,20
27-06-2023,1,5,19
28-06-2023,1,2,12
28-06-2023,1,3,44
28-06-2023,2,3,29
28-06-2023,2,4,19
28-06-2023,3,4,39
28-06-2023,1,4,50
28-06-2023,2,5,28
28-06-2023,3,5,24
28-06-2023,4,5,44
28-06-2023,1,5,17
29-06-2023,1,2,33
29-06-2023,1,3,12
29-06-2023,2,3,48
29-06-2023,2,4,22
29-06-2023,3,4,47
29-06-2023,1,4,13
29-06-2023,2,5,31
29-06-2023,3,5,23
29-06-2023,4,5,46
29-06-2023,1,5,14
30-06-2023,1,2,18
30-06-2023,1,3,8
30-06-2023,2,3,14
30-06-2023,2,4,14
30-06-2023,3,4,21
30-06-2023,1,4,40
30-06-2023,2,5,7
30-06-2023,3,5,27
30-06-2023,4,5,11
30-06-2023,1,5,16
01-07-2023,1,2,50
01-07-2023,1,3,31
01-07-2023,2,3,22
01-07-2023,2,4,21
01-07-2023,3,4,41
01-07-2023,1,4,14
01-07-2023,2,5,20
01-07-2023,3,5,46
01-07-2023,4,5,44
01-07-2023,1,5,39
02-07-2023,1,2,15
02-07-2023,1,3,26
02-07-2023,2,3,15
02-07-2023,2,4,11
02-07-2023,3,4,37
02-07-2023,1,4,26
02-07-2023,2,5,23
02-07-2023,3,5,11
02-07-2023,4,5,16
02-07-2023,1,5,48
03-07-2023,1,2,31
03-07-2023,1,3,17
03-07-2023,2,3,49
03-07-2023,2,4,29
03-07-2023,3,4,29
03-07-2023,1,4,47
03-07-2023,2,5,38
03-07-2023,3,5,35
03-07-2023,4,5,17
03-07-2023,1,5,17
04-07-2023,1,2,25
04-07-2023,1,3,42
04-07-2023,2,3,31
04-07-2023,2,4,26
04-07-2023,3,4,21
04-07-2023,1,4,23
04-07-2023,2,5,30
04-07-2023,3,5,31
04-07-2023,4,5,49
04-07-2023,1,5,12
05-07-2023,1,2,31
05-07-2023,1,3,14
05-07-2023,2,3,17
05-07-2023,2,4,34
05-07-2023,3,4,48
05-07-2023,1,4,27
05-07-2023,2,5,47
05-07-2023,3,5,10
05-07-2023,4,5,23
05-07-2023,1,5,31
06-07-2023,1,2,24
06-07-2023,1,3,23
06-07-2023,2,3,50
06-07-2023,2,4,30
06-07-2023,3,4,25
06-07-2023,1,4,11
06-07-2023,2,5,20
06-07-2023,3,5,24
06-07-2023,4,5,18
06-07-2023,1,5,17
07-07-2023,1,2,20
07-07-2023,1,3,22
07-07-2023,2,3,6
07-07-2023,2,4,18
07-07-2023,3,4,24
07-07-2023,1,4,45
07-07-2023,2,5,31
07-07-2023,3,5,40
07-07-2023,4,5,40
07-07-2023,1,5,36
08-07-2023,1,2,36
08-07-2023,1,3,37
08-07-2023,2,3,29
08-07-2023,2,4,14
08-07-2023,3,4,22
08-07-2023,1,4,27
08-07-2023,2,5,8
08-07-2023,3,5,44
08-07-2023,4,5,15
08-07-2023,1,5,19
09-07-2023,1,2,21
09-07-2023,1,3,32
09-07-2023,2,3,39
09-07-2023,2,4,9
09-07-2023,3,4,38
09-07-2023,1,4,18
09-07-2023,2,5,50
09-07-2023,3,5,8
09-07-2023,4,5,8
09-07-2023,1,5,17
10-07-2023,1,2,14
10-07-2023,1,3,10
10-07-2023,2,3,21
10-07-2023,2,4,41
10-07-2023,3,4,13
10-07-2023,1,4,34
10-07-2023,2,5,41
10-07-2023,3,5,27
10-07-2023,4,5,28
10-07-2023,1,5,40
11-07-2023,1,2,40
11-07-2023,1,3,40
11-07-2023,2,3,47
11-07-2023,2,4,44
11-07-2023,3,4,21
11-07-2023,1,4,48
11-07-2023,2,5,47
11-07-2023,3,5,22
11-07-2023,4,5,50
11-07-2023,1,5,22
12-07-2023,1,2,50
12-07-2023,1,3,11
12-07-2023,2,3,26
12-07-2023,2,4,33
12-07-2023,3,4,40
12-07-2023,1,4,36
12-07-2023,2,5,33
12-07-2023,3,5,21
12-07-2023,4,5,36
12-07-2023,1,5,36
13-07-2023,1,2,26
13-07-2023,1,3,48
13-07-2023,2,3,41
13-07-2023,2,4,6
13-07-2023,3,4,22
13-07-2023,1,4,26
13-07-2023,2,5,40
13-07-2023,3,5,31
13-07-2023,4,5,27
13-07-2023,1,5,6
14-07-2023,1,2,30
14-07-2023,1,3,16
14-07-2023,2,3,10
14-07-2023,2,4,21
14-07-2023,3,4,33
14-07-2023,1,4,34
14-07-2023,2,5,38
14-07-2023,3,5,27
14-07-2023,4,5,26
14-07-2023,1,5,40
15-07-2023,1,2,45
15-07-2023,1,3,17
15-07-2023,2,3,44
15-07-2023,2,4,17
15-07-2023,3,4,44
15-07-2023,1,4,48
15-07-2023,2,5,8
15-07-2023,3,5,12
15-07-2023,4,5,42
15-07-2023,1,5,12
16-07-2023,1,2,37
16-07-2023,1,3,32
16-07-2023,2,3,35
16-07-2023,2,4,12
16-07-2023,3,4,43
16-07-2023,1,4,5
16-07-2023,2,5,43
16-07-2023,3,5,49
16-07-2023,4,5,7
16-07-2023,1,5,26
17-07-2023,1,2,38
17-07-2023,1,3,9
17-07-2023,2,3,27
17-07-2023,2,4,40
17-07-2023,3,4,15
17-07-2023,1,4,17
17-07-2023,2,5,49
17-07-2023,3,5,26
17-07-2023,4,5,24
17-07-2023,1,5,9
18-07-2023,1,2,15
18-07-2023,1,3,37
18-07-2023,2,3,39
18-07-2023,2,4,26
18-07-2023,3,4,21
18-07-2023,1,4,41
18-07-2023,2,5,6
18-07-2023,3,5,33
18-07-2023,4,5,44
18-07-2023,1,5,49
19-07-2023,1,2,11
19-07-2023,1,3,17
19-07-2023,2,3,42
19-07-2023,2,4,13
19-07-2023,3,4,32
19-07-2023,1,4,48
19-07-2023,2,5,34
19-07-2023,3,5,47
19-07-2023,4,5,47
19-07-2023,1,5,34
20-07-2023,1,2,38
20-07-2023,1,3,36
20-07-2023,2,3,11
20-07-2023,2,4,32
20-07-2023,3,4,28
20-07-2023,1,4,15
20-07-2023,2,5,45
20-07-2023,3,5,35
20-07-2023,4,5,50
20-07-2023,1,5,42
21-07-2023,1,2,21
21-07-2023,1,3,17
21-07-2023,2,3,44
21-07-2023,2,4,12
21-07-2023,3,4,39
21-07-2023,1,4,27
21-07-2023,2,5,22
21-07-2023,3,5,30
21-07-2023,4,5,41
21-07-2023,1,5,5
22-07-2023,1,2,30
22-07-2023,1,3,18
22-07-2023,2,3,42
22-07-2023,2,4,15
22-07-2023,3,4,16
22-07-2023,1,4,6
22-07-2023,2,5,9
22-07-2023,3,5,30
22-07-2023,4,5,17
22-07-2023,1,5,48
23-07-2023,1,2,45
23-07-2023,1,3,49
23-07-2023,2,3,25
23-07-2023,2,4,37
23-07-2023,3,4,21
23-07-2023,1,4,44
23-07-2023,2,5,5
23-07-2023,3,5,40
23-07-2023,4,5,17
23-07-2023,1,5,30
24-07-2023,1,2,48
24-07-2023,1,3,42
24-07-2023,2,3,32
24-07-2023,2,4,13
24-07-2023,3,4,43
24-07-2023,1,4,44
24-07-2023,2,5,29
24-07-2023,3,5,23
24-07-2023,4,5,40
24-07-2023,1,5,25
25-07-2023,1,2,37
25-07-2023,1,3,45
25-07-2023,2,3,41
25-07-2023,2,4,22
25-07-2023,3,4,46
25-07-2023,1,4,31
25-07-2023,2,5,46
25-07-2023,3,5,42
25-07-2023,4,5,36
25-07-2023,1,5,21
26-07-2023,1,2,40
26-07-2023,1,3,46
26-07-2023,2,3,37
26-07-2023,2,4,38
26-07-2023,3,4,44
26-07-2023,1,4,19
26-07-2023,2,5,16
26-07-2023,3,5,36
26-07-2023,4,5,17
26-07-2023,1,5,6
27-07-2023,1,2,34
27-07-2023,1,3,17
27-07-2023,2,3,20
27-07-2023,2,4,43
27-07-2023,3,4,20
27-07-2023,1,4,17
27-07-2023,2,5,13
27-07-2023,3,5,6
27-07-2023,4,5,29
27-07-2023,1,5,46
28-07-2023,1,2,47
28-07-2023,1,3,40
28-07-2023,2,3,40
28-07-2023,2,4,19
28-07-2023,3,4,27
28-07-2023,1,4,28
28-07-2023,2,5,20
28-07-2023,3,5,16
28-07-2023,4,5,23
28-07-2023,1,5,40
29-07-2023,1,2,8
29-07-2023,1,3,44
29-07-2023,2,3,10
29-07-2023,2,4,10
29-07-2023,3,4,9
29-07-2023,1,4,50
29-07-2023,2,5,43
29-07-2023,3,5,17
29-07-2023,4,5,7
29-07-2023,1,5,34
30-07-2023,1,2,37
30-07-2023,1,3,26
30-07-2023,2,3,39
30-07-2023,2,4,43
30-07-2023,3,4,26
30-07-2023,1,4,43
30-07-2023,2,5,26
30-07-2023,3,5,17
30-07-2023,4,5,17
30-07-2023,1,5,48
31-07-2023,1,2,10
31-07-2023,1,3,44
31-07-2023,2,3,22
31-07-2023,2,4,8
31-07-2023,3,4,32
31-07-2023,1,4,34
31-07-2023,2,5,44
31-07-2023,3,5,7
31-07-2023,4,5,24
31-07-2023,1,5,9
01-08-2023,1,2,11
01-08-2023,1,3,49
01-08-2023,2,3,36
01-08-2023,2,4,19
01-08-2023,3,4,42
01-08-2023,1,4,13
01-08-2023,2,5,17
01-08-2023,3,5,9
01-08-2023,4,5,8
01-08-2023,1,5,36
02-08-2023,1,2,35
02-08-2023,1,3,43
02-08-2023,2,3,50
02-08-2023,2,4,14
02-08-2023,3,4,50
02-08-2023,1,4,47
02-08-2023,2,5,13
02-08-2023,3,5,25
02-08-2023,4,5,36
02-08-2023,1,5,6
03-08-2023,1,2,12
03-08-2023,1,3,38
03-08-2023,2,3,46
03-08-2023,2,4,41
03-08-2023,3,4,23
03-08-2023,1,4,29
03-08-2023,2,5,29
03-08-2023,3,5,8
03-08-2023,4,5,19
